,Age,Gender,Years at Company,Monthly Income,Number of Promotions,Overtime,Distance from Home,Number of Dependents,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Attrition,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Work-Life Balance_Fair,Work-Life Balance_Good,Work-Life Balance_Poor,Job Satisfaction_Low,Job Satisfaction_Medium,Job Satisfaction_Very High,Performance Rating_Below Average,Performance Rating_High,Performance Rating_Low,Education Level_Bachelor’s Degree,Education Level_High School,Education Level_Master’s Degree,Education Level_PhD,Marital Status_Married,Marital Status_Single,Job Level_Mid,Job Level_Senior,Company Size_Medium,Company Size_Small,Company Reputation_Fair,Company Reputation_Good,Company Reputation_Poor,Employee Recognition_Low,Employee Recognition_Medium,Employee Recognition_Very High
16355,49,0,34,6192,2,0,97,0,49,0,0,0,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False
16356,41,0,13,8100,0,1,3,1,86,1,0,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
16357,47,1,7,6301,0,0,88,1,45,1,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False
16358,31,1,6,7218,1,1,29,1,25,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False
16359,25,1,14,5805,0,1,3,2,74,1,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False
16360,30,1,16,9059,0,0,15,3,93,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
16361,26,1,4,12301,0,0,46,4,23,0,0,1,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
16362,57,0,22,3155,1,0,57,4,26,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
16363,52,1,37,7890,1,0,98,1,72,0,0,0,0,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
16364,42,1,6,4542,1,1,80,6,23,0,0,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
16365,45,1,2,8554,2,0,91,0,30,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
16366,58,0,29,5055,0,1,3,0,98,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
16367,20,0,2,9183,0,0,53,3,44,1,0,1,1,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
16368,47,0,8,4286,2,0,67,2,39,1,0,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False
16369,57,1,3,7857,3,0,78,3,17,0,0,0,1,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
16370,33,1,11,5573,2,0,97,1,22,1,0,0,1,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
16371,19,0,9,7486,1,0,90,1,32,1,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False
16372,22,0,14,9448,0,1,44,1,30,0,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
16373,21,1,13,4366,2,1,83,2,78,0,0,0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
16374,52,1,35,8991,1,1,78,1,79,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
16375,58,0,44,4866,1,1,92,2,73,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False
16376,47,1,34,9560,0,0,35,2,107,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
16377,55,0,10,3959,0,0,68,1,71,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
16378,25,0,12,10784,0,0,74,1,52,1,1,0,1,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False
16379,43,1,2,9008,1,0,54,1,50,1,0,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
16380,33,0,6,8542,2,1,51,0,51,0,0,0,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
16381,37,0,13,3918,1,0,64,4,81,0,0,0,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False
16382,49,1,35,8807,0,0,79,4,53,1,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
16383,37,0,23,10629,0,1,91,0,80,0,0,1,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
16384,37,0,9,9941,0,0,65,0,88,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False
16385,26,0,15,6403,2,1,44,0,25,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
16386,36,1,27,7925,2,1,77,1,66,1,0,0,1,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
16387,45,1,28,9782,0,1,25,0,74,0,0,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True
16388,21,1,6,3998,3,0,48,1,14,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
16389,50,1,28,8960,2,0,46,1,36,0,0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
16390,27,1,6,6916,0,0,49,2,66,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
16391,19,0,11,3949,1,1,69,3,14,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False
16392,52,1,43,10315,1,0,60,3,116,1,1,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
16393,51,1,10,5203,0,1,73,1,69,0,1,1,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
16394,38,1,27,6225,1,0,23,4,51,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
16395,53,1,15,4535,0,0,1,1,16,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False
16396,31,1,23,5305,0,0,21,3,49,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
16397,42,1,34,7848,1,0,23,0,70,0,0,1,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
16398,49,0,25,10807,0,1,46,1,96,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
16399,56,0,1,5744,0,0,90,1,17,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
16400,21,0,12,4709,3,1,94,0,48,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
16401,57,1,27,7712,1,1,55,0,92,0,1,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
16402,33,0,16,7205,1,1,90,3,21,1,0,0,0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False
16403,48,0,28,7653,3,1,83,0,82,0,0,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False
16404,34,0,12,5085,0,0,25,0,49,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
16405,44,0,36,5974,0,0,2,0,53,0,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
16406,44,0,33,8935,0,0,58,1,45,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
16407,52,1,21,6211,2,1,90,3,25,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
16408,34,1,13,9999,1,0,40,4,83,0,0,0,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
16409,56,0,44,4801,2,0,38,3,53,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
16410,57,1,48,7562,0,0,29,1,69,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False
16411,19,1,2,6289,1,0,82,2,39,0,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
16412,54,0,22,9273,0,1,28,4,53,0,0,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
16413,40,0,4,8134,1,0,11,1,81,1,0,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
16414,47,1,35,5946,2,0,15,1,77,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False
16415,34,0,19,7602,0,1,92,0,22,1,0,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
16416,40,1,26,5839,1,1,31,2,62,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
16417,30,1,4,4793,2,0,51,5,28,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
16418,49,0,27,9592,1,1,83,3,86,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
16419,20,1,5,6369,0,0,69,2,66,1,0,0,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False
16420,25,0,12,10928,0,1,74,0,86,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
16421,32,0,8,10342,1,0,90,3,73,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
16422,47,0,18,9587,1,1,29,0,66,1,0,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
16423,24,1,3,7446,0,0,82,1,74,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
16424,53,0,22,6134,0,0,53,2,51,1,0,0,1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
16425,26,1,5,8665,1,0,78,1,18,1,0,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
16426,19,0,2,6989,1,0,65,2,58,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
16427,24,0,6,9529,0,0,61,4,21,1,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False
16428,50,1,12,7868,2,0,62,0,26,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
16429,38,0,18,8159,0,0,28,4,46,1,0,0,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False
16430,53,0,35,8854,0,0,72,0,55,0,0,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
16431,57,0,2,5100,1,1,53,0,56,0,0,0,1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False
16432,29,1,17,9656,0,1,57,2,46,0,1,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
16433,44,1,19,7148,3,0,69,0,24,1,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
16434,50,1,7,9930,0,0,42,0,48,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
16435,48,1,3,10315,1,0,56,3,38,0,0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
16436,46,1,11,3903,0,1,80,3,75,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False
16437,45,0,14,7333,1,1,24,0,50,0,0,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
16438,58,1,24,10486,1,0,88,3,32,0,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
16439,35,1,20,7753,0,0,49,0,55,0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
16440,37,1,5,8303,1,0,76,1,16,0,0,0,0,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
16441,57,0,9,4540,0,0,94,0,86,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
16442,35,1,26,3827,1,1,14,3,32,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
16443,21,0,13,5972,2,0,55,1,77,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
16444,57,1,13,7432,1,0,1,1,17,0,0,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False
16445,53,1,1,10583,1,0,60,1,22,0,0,0,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
16446,37,0,2,5848,0,1,87,0,78,1,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
16447,30,0,11,7586,0,1,69,0,81,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False
16448,48,0,23,9994,0,0,9,3,42,1,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False
16449,20,0,8,8293,0,1,49,0,13,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False
16450,28,0,19,5198,0,0,83,4,91,0,1,1,1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
16451,48,1,11,7394,1,1,13,4,33,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
16452,40,0,12,4228,0,0,38,0,80,0,0,0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
16453,32,1,16,10690,0,0,55,4,91,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False
16454,34,1,26,5217,0,0,29,3,43,0,0,0,1,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
16455,25,0,15,6050,0,1,79,1,45,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
16456,26,1,1,6970,1,0,35,2,24,0,0,0,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
16457,49,1,14,4931,1,1,87,0,86,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
16458,38,0,25,7907,0,0,3,4,80,0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
16459,59,1,45,6105,2,1,19,3,54,0,0,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
16460,44,1,27,4791,2,1,17,3,82,0,0,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False
16461,58,0,9,5669,0,1,46,0,83,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False
16462,47,1,19,9285,0,0,40,1,77,0,0,0,0,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
16463,38,1,28,8915,1,0,38,1,76,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
16464,49,1,20,10579,2,0,83,0,45,0,0,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
16465,25,1,1,5644,1,0,75,3,68,1,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
16466,39,1,29,11774,1,1,35,4,102,1,0,0,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
16467,45,0,10,6641,4,0,66,5,61,0,0,1,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False
16468,34,0,23,6261,0,1,94,0,47,0,0,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
16469,20,0,1,5326,0,0,40,2,60,1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
16470,19,1,5,7616,2,0,4,1,78,0,0,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16471,28,0,16,7527,0,0,49,4,95,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
16472,20,1,11,7318,1,0,25,0,69,1,0,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False
16473,49,1,6,5402,1,0,90,0,78,0,0,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
16474,30,1,22,6935,0,0,23,2,71,1,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
16475,29,1,12,8570,2,0,71,0,84,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
16476,57,0,13,5027,0,1,90,0,43,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
16477,56,1,29,9314,0,1,55,1,97,0,0,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
16478,28,1,19,11392,0,0,31,2,66,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
16479,20,0,12,4591,1,0,32,0,27,1,0,0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
16480,40,0,9,4672,1,0,74,0,41,0,0,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
16481,19,0,11,4457,2,0,4,0,17,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
16482,23,0,14,7742,1,1,11,3,38,1,0,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
16483,29,1,14,8604,0,0,90,0,59,1,0,0,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
16484,47,1,30,9731,1,1,99,0,97,0,0,0,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
16485,37,0,25,4817,2,0,63,1,74,0,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
16486,36,1,15,7343,0,0,2,0,55,0,0,0,1,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
16487,19,0,5,7548,0,0,18,3,12,0,1,0,0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
16488,43,0,19,7011,0,0,95,0,71,0,0,1,0,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False
16489,55,1,12,11867,0,1,35,2,86,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
16490,19,1,1,10527,1,0,30,2,61,1,0,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False
16491,19,0,4,6524,0,0,97,1,10,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False
16492,28,1,2,8223,0,1,60,1,17,1,0,1,1,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
16493,50,1,33,9522,0,1,49,3,52,0,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
16494,42,1,16,8646,2,0,45,2,35,1,0,0,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True
16495,29,0,3,8771,0,0,92,2,39,1,0,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False
16496,49,0,10,8597,0,0,58,2,13,0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
16497,54,0,27,4476,0,1,79,0,49,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
16498,50,1,15,5097,3,1,67,2,60,1,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
16499,49,1,25,6260,0,0,86,0,93,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
16500,57,1,46,8353,1,0,84,1,63,0,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
16501,46,1,27,9226,2,0,38,4,94,0,0,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
16502,42,0,31,8710,0,1,58,4,70,0,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
16503,43,0,22,7999,2,0,78,1,93,0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
16504,46,1,26,5753,1,0,4,2,91,1,0,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
16505,54,1,42,4470,1,0,90,3,120,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
16506,21,1,6,10495,1,0,7,2,17,0,0,1,0,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
16507,22,0,7,7105,0,0,93,0,27,0,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
16508,51,1,5,8214,1,0,83,0,14,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
