user_id,first_pay_ts,first_pay_item,pre_pay_events,pre_pay_active_days,pre_pay_span_days,pre_pay_recency_days,obs_total_events,obs_active_days,obs_events_per_active_day,obs_w1_events,obs_w2_events,obs_decay_ratio,obs_activity_change_rate,obs_last_active_day,obs_recency_days,obs_unique_items,obs_unique_sources,obs_unique_platforms,obs_enter_count,obs_respond_count,obs_submit_count,obs_response_with_answer_count,obs_response_with_answer_rate,obs_play_video_count,obs_pause_video_count,obs_play_audio_count,obs_pause_audio_count,obs_quit_count,obs_pay_count,obs_refund_count,total_lifetime_events,is_refund_churn,is_non_renewal_churn,is_churn
u317131,1541479088908,p63,29,1,0.002124,0.616891,701,9,77.888889,488,213,0.436475,-0.563525,12.801731,1.198269,199,3,1,169,92,84,92,1,19,19,101,104,85,1,0,1244,0,1,1
u317159,1549773933042,p87,46,1,0.004188,96.606043,427,3,142.333333,11,416,37.818182,36.818182,10.60256,3.39744,144,3,1,112,52,51,52,1,60,60,15,15,61,1,0,1424,0,1,1
u317171,1547742464606,p81,2296,20,72.413518,0.678946,5814,15,387.6,3028,2786,0.920079,-0.079921,13.895933,0.104067,3044,3,1,2075,1104,1017,1104,1,5,5,256,293,1058,1,0,15771,0,1,1
u317188,1543205482875,p69,35,1,0.001837,20.568618,1131,2,565.5,1131,0,0,-1,1.011133,12.988867,423,4,1,292,143,144,143,1,2,2,114,115,148,1,0,2170,0,1,1
u317204,1541399881617,p63,0,0,0,0,232,4,58,232,0,0,-1,3.344883,10.655117,103,3,1,70,32,33,32,1,10,10,16,16,37,1,0,1234,1,0,1
u317218,1541399101337,p63,0,0,0,0,32,1,32,32,0,0,-1,0.361826,13.638174,21,1,1,10,11,10,11,1,0,0,0,0,0,1,0,32,0,1,1
u317237,1542047118943,p47,37,1,0.00255,7.128473,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,350,0,1,1
u317288,1544413624491,p63,411,4,32.907568,1.57277,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,412,0,1,1
u3173,1554859360977,p91,0,0,0,0,451,6,75.166667,415,36,0.086747,-0.913253,7.603999,6.396001,162,4,2,114,68,59,68,1,16,16,45,47,55,1,0,3514,0,1,1
u317327,1541454312015,p63,271,1,0.046455,0.135515,2558,8,319.75,2553,5,0.001958,-0.998042,8.800523,5.199477,618,4,1,587,259,247,259,1,248,248,280,294,340,1,0,2829,0,1,1
u317359,1541412447605,p69,0,0,0,0,1035,8,129.375,630,405,0.642857,-0.357143,8.623317,5.376683,418,4,1,300,167,147,167,1,1,1,81,84,153,1,0,1035,0,1,1
u317383,1541462666732,p47,0,0,0,0,3340,12,278.333333,2479,861,0.347317,-0.652683,13.959162,0.040838,1018,6,1,839,403,412,403,1,22,22,581,602,427,1,0,4075,0,1,1
u317384,1541536736839,p63,155,1,0.018285,0.95657,1304,8,163,1202,102,0.084859,-0.915141,13.036197,0.963803,578,4,1,426,263,208,263,1,0,0,94,94,218,1,0,4990,0,0,0
u317385,1541555220365,p63,25,1,0.002756,1.139426,98,4,24.5,98,0,0,-1,4.950747,9.049253,20,2,1,27,9,6,9,1,17,17,0,0,21,1,0,626,0,1,1
u317389,1543862342546,p63,92,1,0.021944,27.913964,6174,15,411.6,2992,3182,1.063503,0.063503,13.60312,0.39688,534,5,1,796,173,322,173,1,168,168,1964,2106,474,1,0,83098,0,1,1
u3174,1563138382968,p126,12476,73,145.600549,4.249872,901,12,75.083333,375,526,1.402667,0.402667,13.788238,0.211762,438,4,1,318,184,150,184,1,7,7,21,21,168,1,0,25348,1,0,1
u317404,1541437951596,p69,0,0,0,0,141,2,70.5,141,0,0,-1,0.516042,13.483958,67,1,1,39,29,21,29,1,0,0,17,16,18,1,0,141,0,1,1
u317414,1542943055955,p67,0,0,0,0,172,1,172,172,0,0,-1,0.384692,13.615308,60,2,1,37,22,22,22,1,0,0,36,36,15,1,0,4946,0,0,0
u317432,1563912258211,p148,438,4,259.35639,0.506877,2346,4,586.5,2346,0,0,-1,3.489578,10.510422,807,3,2,602,344,254,344,1,23,21,269,268,348,1,0,2784,0,1,1
u317459,1544381142129,p69,0,0,0,0,42,2,21,42,0,0,-1,1.144934,12.855066,13,2,1,8,3,3,3,1,0,0,6,6,5,1,1,42,1,0,1
u317484,1541441845617,p63,0,0,0,0,9854,15,656.933333,5129,4725,0.921232,-0.078768,13.705368,0.294632,4215,5,2,3281,1985,1493,1985,1,137,137,514,514,1788,1,0,16192,0,1,1
u317497,1541535620775,p63,34,1,0.003584,0.783858,716,4,179,403,313,0.776675,-0.223325,13.403324,0.596676,394,3,1,240,184,112,184,1,11,8,16,16,128,1,0,3543,0,1,1
u3175,1559320285218,p113,17290,90,151.320873,0.443232,8852,13,680.923077,5738,3114,0.542698,-0.457302,12.764969,1.235031,3279,2,1,2520,1691,1241,1691,1,47,47,451,458,1279,1,0,35585,0,1,1
u317524,1544312658255,p63,6999,30,31.946286,0.520662,6393,15,426.2,3777,2616,0.692613,-0.307387,13.777266,0.222734,2248,5,1,1558,1763,764,1763,1,72,72,661,700,794,1,0,44799,0,1,1
u317540,1548974727714,p85,52,1,0.007557,86.831221,50,4,12.5,13,37,2.846154,1.846154,8.932133,5.067867,23,2,1,17,10,7,10,1,1,1,0,0,10,1,0,1659,0,1,1
u317544,1541955838568,p64,587,4,3.088472,2.440859,1024,10,102.4,746,278,0.372654,-0.627346,11.530226,2.469774,272,4,1,236,108,86,108,1,90,90,102,106,150,1,0,2653,0,1,1
u317609,1546407194936,p76,0,0,0,0,341,4,85.25,25,316,12.64,11.64,11.979042,2.020958,195,3,1,132,73,69,73,1,1,1,0,0,63,1,0,967,0,1,1
u317624,1541615969019,p63,105,2,1.049461,0.526176,1688,10,168.8,1308,380,0.29052,-0.70948,13.359112,0.640888,786,3,1,600,308,288,308,1,3,3,86,86,312,1,0,1793,0,1,1
u317678,1541461688871,p63,0,0,0,0,1187,4,296.75,1187,0,0,-1,2.025476,11.974524,542,3,1,389,294,184,294,1,41,41,16,16,205,1,0,1187,0,1,1
u317684,1541452050484,p69,0,0,0,0,23,2,11.5,23,0,0,-1,0.373876,13.626124,13,1,1,6,6,6,6,1,0,0,2,2,0,1,0,23,0,1,1
u317691,1541452517175,p69,0,0,0,0,7471,9,830.111111,1216,6255,5.143914,4.143914,12.61298,1.38702,1771,4,1,1578,836,753,836,1,31,31,1685,1713,825,1,0,16524,0,1,1
u3177,1563257806366,p124,546,8,155.300831,2.686625,1124,6,187.333333,1124,0,0,-1,4.981644,9.018356,366,3,2,241,181,119,181,1,0,0,195,195,122,1,0,1980,0,1,1
u317707,1541454545152,p63,0,0,0,0,369,4,92.25,361,8,0.022161,-0.977839,13.614893,0.385107,122,4,1,84,46,44,46,1,2,2,70,71,40,1,0,768,0,0,0
u317710,1557099354845,p94,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,230,0,1,1
u317716,1541456721715,p69,0,0,0,0,2976,8,372,1762,1214,0.68899,-0.31101,9.466723,4.533277,1340,5,1,914,599,437,599,1,48,46,211,211,477,1,0,4233,0,1,1
u317718,1541455378121,p63,0,0,0,0,986,9,109.555556,869,117,0.134638,-0.865362,13.531929,0.468071,265,4,1,259,155,129,155,1,2,2,146,147,130,1,0,1168,0,1,1
u317789,1542054528527,p47,25,1,0.003767,6.518866,67,2,33.5,67,0,0,-1,2.498642,11.501358,43,2,1,16,26,8,26,1,2,2,0,0,8,1,0,92,0,1,1
u317816,1541460692445,p63,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0
u317821,1541477822730,p69,0,0,0,0,216,2,108,216,0,0,-1,4.438484,9.561516,125,2,1,80,45,44,45,1,0,0,5,5,36,1,0,296,0,1,1
u317841,1541462408459,p69,0,0,0,0,2378,7,339.714286,2039,339,0.166258,-0.833742,11.678437,2.321563,797,3,1,667,341,301,341,1,138,138,78,78,366,1,0,16140,0,0,0
u317892,1541465598082,p63,0,0,0,0,1580,7,225.714286,1420,160,0.112676,-0.887324,13.237538,0.762462,618,6,2,423,292,199,292,1,21,21,151,155,224,1,0,1718,0,1,1
u317896,1541466521898,p63,0,0,0,0,517,4,129.25,434,83,0.191244,-0.808756,12.195923,1.804077,231,4,1,168,91,85,91,1,3,3,33,33,83,1,0,554,0,1,1
u3179,1556606045115,p98,610,9,125.435638,0.001734,4153,9,461.444444,3675,478,0.130068,-0.869932,8.212637,5.787363,1732,5,2,1340,726,619,726,1,137,133,205,206,722,1,0,17238,0,1,1
u317909,1544126981071,p52,66,1,0.002752,30.430242,43,2,21.5,43,0,0,-1,4.508445,9.491555,19,1,1,12,6,6,6,1,0,0,6,6,6,1,0,8148,0,0,0
u317929,1541887182185,p63,0,0,0,0,412,4,103,412,0,0,-1,5.672694,8.327306,154,3,2,111,69,57,69,1,2,1,56,56,54,1,0,1246,0,1,1
u317932,1541468946459,p69,0,0,0,0,24,1,24,24,0,0,-1,0.354505,13.645495,15,1,1,7,7,7,7,1,0,0,1,1,0,1,0,24,0,1,1
u317933,1541467341337,p63,0,0,0,0,2270,5,454,2270,0,0,-1,4.188357,9.811643,799,6,1,658,700,317,700,1,77,77,44,44,341,1,0,16334,0,1,1
u317941,1541535187653,p63,213,1,0.169784,0.23072,30,2,15,30,0,0,-1,0.65406,13.34594,12,2,1,9,3,3,3,1,4,4,0,0,6,1,0,243,0,1,1
u317952,1555947270102,p95,149,2,157.7979,7.383907,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,482,0,1,1
u317986,1545271084791,p47,113,2,5.209215,37.926207,940,7,134.285714,776,164,0.21134,-0.78866,11.266963,2.733037,340,4,1,268,132,133,132,1,1,1,129,128,135,1,0,1663,0,1,1
u318,1542146779172,p63,0,0,0,0,3245,13,249.615385,1946,1299,0.667523,-0.332477,13.939167,0.060833,1284,4,1,996,465,486,465,1,11,11,334,351,510,1,0,23607,0,0,0
u318039,1571449992407,p162,264,1,0.018095,346.581609,1977,9,219.666667,1655,322,0.194562,-0.805438,12.457441,1.542559,718,5,2,580,335,277,335,1,2,2,238,239,303,1,0,2662,0,1,1
u3181,1562704978176,p124,282,2,0.906979,11.756397,345,3,115,345,0,0,-1,3.442817,10.557183,116,2,2,65,51,26,51,1,0,0,76,87,39,1,0,888,0,1,1
u318109,1542330062589,p63,2980,10,8.5495,0.983659,5234,14,373.857143,2070,3164,1.528502,0.528502,13.448782,0.551218,588,5,1,501,241,227,241,1,270,270,1571,1878,274,1,0,38590,0,1,1
u318124,1548252098116,p79,31,1,0.001965,78.065779,837,7,119.571429,119,718,6.033613,5.033613,13.822462,0.177538,324,4,1,207,207,92,207,1,26,25,59,58,115,1,0,4862,0,1,1
u318134,1541477157128,p69,0,0,0,0,1383,7,197.571429,813,570,0.701107,-0.298893,13.312107,0.687893,613,5,1,482,243,240,243,1,8,8,45,45,242,1,0,3409,0,1,1
u318187,1541484778995,p69,0,0,0,0,128,4,32,128,0,0,-1,3.154057,10.845943,68,2,1,45,30,27,30,1,0,0,3,3,18,1,0,758,0,0,0
u3182,1564526936924,p124,2084,7,10.735233,1.670436,320,5,64,320,0,0,-1,5.676635,8.323365,105,1,1,68,40,35,40,1,0,0,41,47,33,1,0,2404,0,1,1
u318202,1541477287209,p52,0,0,0,0,184,4,46,184,0,0,-1,6.360055,7.639945,93,3,1,65,33,31,33,1,2,2,8,8,34,1,0,184,0,1,1
u318234,1541479629937,p47,0,0,0,0,246,4,61.5,246,0,0,-1,5.798706,8.201294,54,3,1,41,17,17,17,1,71,71,2,2,24,1,0,246,0,1,1
u318298,1542159231775,p69,27,1,0.001926,7.492642,331,3,110.333333,19,312,16.421053,15.421053,10.934709,3.065291,116,3,2,93,46,43,46,1,2,2,47,47,50,1,0,3926,0,1,1
u318315,1541480934750,p63,0,0,0,0,218,3,72.666667,115,103,0.895652,-0.104348,7.444568,6.555432,70,3,1,44,25,26,25,1,2,2,50,50,18,1,0,219,1,0,1
u318345,1544157664987,p69,108,2,30.017838,0.597979,1117,8,139.625,370,747,2.018919,1.018919,13.00508,0.99492,594,3,2,379,258,182,258,1,20,19,29,29,197,1,0,8306,0,0,0
u318352,1541482465411,p47,0,0,0,0,2934,7,419.142857,1650,1284,0.778182,-0.221818,13.374258,0.625742,1165,5,2,885,483,426,483,1,35,33,204,205,459,1,0,11228,0,0,0
u318363,1541481656884,p69,0,0,0,0,150,2,75,150,0,0,-1,0.799476,13.200524,59,5,1,47,35,22,35,1,5,5,2,2,25,1,0,150,0,1,1
u318387,1541514478290,p47,21,1,0.001229,0.006701,1148,10,114.8,133,1015,7.631579,6.631579,13.74503,0.25497,604,4,2,437,233,217,233,1,0,0,20,20,220,1,0,2858,0,1,1
u318484,1541534579808,p69,0,0,0,0,57,3,19,57,0,0,-1,1.542181,12.457819,20,1,1,28,0,0,0,0,0,0,0,0,28,1,0,57,0,1,1
u3185,1561564191789,p141,0,0,0,0,174,4,43.5,168,6,0.035714,-0.964286,8.942962,5.057038,74,3,1,49,33,28,33,1,3,3,18,18,21,1,0,196,0,1,1
u318521,1550673208383,p86,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,761,0,1,1
u318594,1541559810169,p47,43,1,0.00723,0.458726,1911,11,173.727273,338,1573,4.653846,3.653846,13.976205,0.023795,606,3,1,467,284,221,284,1,20,20,217,222,246,1,0,16319,0,0,0
u3186,1564064074911,p127,103,1,0.468483,225.606488,327,6,54.5,223,104,0.466368,-0.533632,11.361322,2.638678,83,1,1,67,39,37,39,1,0,0,74,78,30,1,0,430,0,1,1
u318678,1541489403188,p69,0,0,0,0,531,3,177,531,0,0,-1,2.336125,11.663875,214,3,1,153,75,81,75,1,0,0,52,52,72,1,0,531,0,1,1
u318686,1545279036711,p47,0,0,0,0,565,2,282.5,1,564,564,563,13.935666,0.064334,226,2,1,150,105,70,105,1,13,12,65,65,80,1,0,2626,0,1,1
u3187,1558758212908,p111,0,0,0,0,448,2,224,75,373,4.973333,3.973333,13.227331,0.772669,150,3,1,104,45,55,45,1,0,0,60,60,49,1,0,1637,0,1,1
u318756,1541494717980,p63,0,0,0,0,120,3,40,120,0,0,-1,2.284711,11.715289,60,3,1,27,39,18,39,1,12,12,1,1,9,1,0,703,0,1,1
u318760,1547851561259,p74,126,2,34.535085,38.596175,1344,11,122.181818,1033,311,0.301065,-0.698935,13.565749,0.434251,541,5,1,450,296,206,296,1,28,28,44,44,244,1,0,1564,0,1,1
u318791,1541569822618,p63,34,1,0.003409,0.497256,187,3,62.333333,187,0,0,-1,5.496856,8.503144,92,2,1,66,38,30,38,1,8,8,0,0,36,1,0,497,0,1,1
u318858,1551434776901,p90,0,0,0,0,265,4,66.25,55,210,3.818182,2.818182,9.840947,4.159053,114,3,1,65,60,30,60,1,1,0,26,25,35,1,0,340,0,1,1
u3189,1540697226710,p67,1038,7,6.313299,1.74864,798,11,72.545455,414,384,0.927536,-0.072464,12.31229,1.68771,318,2,1,244,150,112,150,1,13,13,31,33,132,1,0,39551,0,0,0
u318912,1541524167625,p63,0,0,0,0,1651,6,275.166667,593,1058,1.784148,0.784148,13.512328,0.487672,601,4,2,459,345,223,345,1,28,24,117,116,236,1,0,2085,0,1,1
u318952,1546312737909,p74,0,0,0,0,179,2,89.5,1,178,178,177,12.42547,1.57453,67,2,1,52,26,25,26,1,0,0,24,24,27,1,0,362,0,1,1
u319,1560298750315,p113,0,0,0,0,1825,10,182.5,1383,442,0.319595,-0.680405,13.478694,0.521306,702,5,2,500,278,238,278,1,47,47,159,160,262,1,0,4213,0,1,1
u3190,1563298504846,p124,35,1,0.004937,1.422075,1669,11,151.727273,181,1488,8.220994,7.220994,12.760339,1.239661,532,5,1,367,216,173,216,1,83,83,236,241,194,1,0,3171,0,1,1
u319069,1541527246377,p69,0,0,0,0,207,3,69,145,62,0.427586,-0.572414,13.642214,0.357786,83,4,1,47,50,25,50,1,13,13,17,17,22,1,0,473,0,1,1
u319098,1541917127624,p52,245,2,1.046955,2.569852,1458,6,243,1128,330,0.292553,-0.707447,10.245949,3.754051,281,4,1,239,109,116,109,1,10,10,424,426,123,1,0,2246,0,1,1
u3191,1560811586842,p86,0,0,0,0,10878,15,725.2,6127,4751,0.77542,-0.22458,13.633795,0.366205,4527,4,2,3063,2313,1490,2313,1,105,92,536,536,1573,1,0,44476,0,1,1
u319147,1545282467825,p63,39,1,0.003705,41.822021,198,3,66,141,57,0.404255,-0.595745,11.275867,2.724133,72,2,1,46,31,22,31,1,3,3,33,33,24,1,0,6128,0,1,1
u319244,1541561890473,p63,0,0,0,0,205,3,68.333333,205,0,0,-1,6.083685,7.916315,107,3,1,76,40,41,40,1,1,1,5,5,35,1,0,205,0,1,1
u319274,1541946905002,p64,54,2,4.078093,0.295269,20068,13,1543.692308,17220,2848,0.165389,-0.834611,12.621702,1.378298,3774,4,1,4357,3340,2040,3340,1,300,290,1926,1922,2317,1,0,41777,0,1,1
u3193,1563891867179,p141,35,1,0.002832,0.130293,75,6,12.5,75,0,0,-1,5.71478,8.28522,25,4,2,31,6,7,6,1,0,0,3,3,24,1,0,354,0,1,1
u319324,1542566642827,p63,88,2,7.533528,0.229932,52,3,17.333333,41,11,0.268293,-0.731707,12.339644,1.660356,25,3,2,20,7,7,7,1,2,2,0,0,13,1,0,310,0,1,1
u319328,1541539738997,p63,0,0,0,0,95,3,31.666667,95,0,0,-1,1.853188,12.146812,30,2,1,19,12,12,12,1,0,0,20,23,7,1,1,95,1,0,1
u3194,1562956404210,p126,0,0,0,0,504,10,50.4,283,221,0.780919,-0.219081,13.66446,0.33554,201,6,1,160,65,51,65,1,3,3,38,38,109,1,0,1243,0,1,1
u319416,1541665844204,p48,0,0,0,0,1038,6,173,1017,21,0.020649,-0.979351,11.044907,2.955093,309,4,1,204,132,104,132,1,15,15,226,241,100,1,0,1356,0,1,1
u319440,1542053208372,p63,106,2,1.301041,4.210289,203,7,29,101,102,1.009901,0.009901,12.177687,1.822313,91,1,1,63,34,31,34,1,0,0,21,21,32,1,0,417,0,0,0
u319495,1541786450944,p63,1015,3,2.328801,0.07695,3852,12,321,2708,1144,0.422452,-0.577548,12.906987,1.093013,1323,3,2,1092,1334,521,1334,1,50,49,117,117,571,1,0,15982,0,1,1
u3195,1563569167014,p127,45,1,0.004314,3.892622,1107,11,100.636364,800,307,0.38375,-0.61625,13.125291,0.874709,436,5,1,297,173,149,173,1,0,0,110,112,148,1,0,3624,0,1,1
u319531,1549850623628,p88,32,1,0.002263,95.706013,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,1,1
u319534,1541705899779,p63,155,1,0.009941,1.430194,585,2,292.5,585,0,0,-1,0.414411,13.585589,193,3,1,144,90,71,90,1,0,0,64,63,73,1,0,740,0,1,1
u319577,1542843559729,p63,245,2,10.86972,3.708856,61,2,30.5,61,0,0,-1,0.407879,13.592121,32,1,1,24,12,10,12,1,0,0,0,0,14,1,0,721,0,1,1
u319591,1542045944761,p47,313,4,4.915649,0.425283,6579,13,506.076923,3175,3404,1.072126,0.072126,11.881755,2.118245,1330,5,1,1231,524,510,524,1,1272,1271,463,465,721,1,0,7312,0,1,1
u3196,1562008146353,p121,0,0,0,0,2183,10,218.3,1546,637,0.412031,-0.587969,13.881357,0.118643,914,5,2,558,451,276,451,1,25,25,163,170,282,1,0,4135,0,1,1
u319618,1547414581884,p79,0,0,0,0,823,4,205.75,823,0,0,-1,3.715304,10.284696,278,4,1,219,156,102,156,1,15,15,99,99,117,1,0,823,0,1,1
u319628,1541555376656,p63,0,0,0,0,516,4,129,419,97,0.231504,-0.768496,9.106202,4.893798,216,4,1,164,78,66,78,1,55,48,3,3,98,1,0,1583,0,1,1
u319638,1543856533694,p63,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2040,0,1,1
u319657,1541556549809,p63,0,0,0,0,111,2,55.5,111,0,0,-1,1.244575,12.755425,6,1,1,5,0,0,0,0,50,50,0,0,5,1,0,111,0,1,1
u319697,1549476453567,p87,0,0,0,0,54,2,27,1,53,53,52,7.780552,6.219448,19,1,1,21,11,3,11,1,0,0,0,0,18,1,0,262,0,1,1
u319698,1541614637523,p63,104,1,0.012153,0.196255,1150,4,287.5,1150,0,0,-1,2.656329,11.343671,443,4,2,335,179,158,179,1,13,12,105,104,177,1,0,1254,0,1,1
u3197,1564259091801,p127,982,3,12.979552,0.363454,3850,13,296.153846,1553,2297,1.479073,0.479073,13.816678,0.183322,1268,6,2,777,1168,340,1168,1,265,260,289,293,437,1,0,8420,0,1,1
u319743,1541559457607,p63,0,0,0,0,1113,8,139.125,917,196,0.21374,-0.78626,8.388353,5.611647,436,4,2,283,176,134,176,1,22,21,153,154,149,1,0,2328,0,1,1
u319767,1541561666310,p47,0,0,0,0,116,2,58,116,0,0,-1,2.061497,11.938503,30,2,1,20,11,11,11,1,27,27,4,4,9,1,0,116,0,1,1
u3199,1563141664972,p124,0,0,0,0,1076,10,107.6,569,507,0.891037,-0.108963,13.580957,0.419043,366,7,2,283,219,117,219,1,44,44,88,92,166,1,0,2240,0,1,1
u319906,1556638927568,p96,534,8,146.399554,27.695239,872,8,109,564,308,0.546099,-0.453901,12.499082,1.500918,458,1,1,317,180,153,180,1,0,0,28,29,164,1,0,2046,0,1,1
u319909,1545201914766,p63,29,1,0.001929,41.71595,68,4,17,68,0,0,-1,6.905628,7.094372,10,1,1,16,0,0,0,0,18,17,0,0,16,1,0,111,0,1,1
u319984,1541568669698,p69,0,0,0,0,2018,14,144.142857,821,1197,1.457978,0.457978,13.787161,0.212839,643,6,1,606,307,272,307,1,59,59,106,105,334,1,0,5041,0,1,1
u3200,1562805985885,p126,26,1,0.001583,191.412831,37,5,7.4,7,30,4.285714,3.285714,12.084661,1.915339,17,2,1,17,0,0,0,0,1,1,0,0,17,1,0,299,1,0,1
u320017,1541615222500,p63,0,0,0,0,1691,9,187.888889,665,1026,1.542857,0.542857,13.402485,0.597515,624,4,1,358,364,183,364,1,6,6,139,139,175,1,0,9785,0,1,1
u320019,1541571432479,p63,0,0,0,0,2870,7,410,2181,689,0.31591,-0.68409,11.24955,2.75045,1071,4,2,610,771,302,771,1,70,66,270,270,308,1,0,3531,0,1,1
u320122,1541903487352,p64,150,3,2.546218,0.888282,575,6,95.833333,176,399,2.267045,1.267045,13.422086,0.577914,257,4,2,158,124,75,124,1,10,10,56,57,83,1,0,897,0,1,1
u320147,1546390417992,p74,845,7,12.399913,42.973333,2134,6,355.666667,2066,68,0.032914,-0.967086,7.445686,6.554314,679,4,1,595,448,281,448,1,34,34,157,167,314,1,0,2979,0,1,1
u320161,1542793849311,p47,73,1,0.006153,13.736868,1283,4,320.75,1283,0,0,-1,3.8128,10.1872,295,2,1,212,92,108,92,1,4,4,321,342,104,1,0,1356,0,1,1
u320236,1544042125543,p47,0,0,0,0,488,4,122,52,436,8.384615,7.384615,12.566756,1.433244,161,4,1,135,64,62,64,1,16,16,60,60,73,1,0,4733,0,1,1
u3203,1561654065107,p118,0,0,0,0,154,4,38.5,154,0,0,-1,3.725825,10.274175,77,3,1,55,33,31,33,1,3,3,2,2,24,1,0,205,0,1,1
u320316,1568646410947,p157,29,2,187.28431,5.34529,12,2,6,12,0,0,-1,0.435925,13.564075,3,1,1,2,1,2,1,1,0,0,3,3,0,1,0,57,0,1,1
u320324,1541580762276,p47,0,0,0,0,317,1,317,317,0,0,-1,0.38822,13.61178,133,3,1,95,46,51,46,1,0,0,25,25,44,1,0,317,0,1,1
u3204,1564087130098,p129,43,2,0.302868,0.675032,1610,4,402.5,1610,0,0,-1,6.516828,7.483172,492,5,2,342,176,156,176,1,72,72,301,304,186,1,0,3900,0,1,1
u320425,1544319868640,p63,1720,12,29.013231,2.100102,1275,10,127.5,1166,109,0.093482,-0.906518,11.193849,2.806151,468,2,2,351,190,157,190,1,5,4,173,175,194,1,0,3052,0,1,1
u320446,1541622140175,p63,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,1,1
u320459,1541682643063,p63,0,0,0,0,543,6,90.5,543,0,0,-1,5.596227,8.403773,169,2,1,111,74,51,74,1,1,1,122,122,60,1,0,3933,0,1,1
u320484,1541657544223,p69,35,1,0.002662,0.233024,2334,10,233.4,1478,856,0.579161,-0.420839,12.693458,1.306542,841,4,1,618,335,308,335,1,8,8,277,277,310,1,0,2369,0,1,1
u3205,1549766381844,p87,6135,5,3.812161,0.000056,10013,12,834.416667,5863,4150,0.707829,-0.292171,10.951103,3.048897,2866,5,1,2129,1386,1073,1386,1,148,148,2024,2046,1057,1,0,16148,0,1,1
u320560,1541626748289,p69,0,0,0,0,3957,12,329.75,2021,1936,0.957942,-0.042058,13.453069,0.546931,1178,6,1,936,633,413,633,1,453,453,272,272,523,1,0,7346,0,0,0
u320562,1541612234804,p63,0,0,0,0,50,2,25,50,0,0,-1,0.447656,13.552344,19,2,1,13,7,7,7,1,0,0,8,8,6,1,0,50,0,1,1
u320570,1542166960124,p69,136,2,4.126347,1.929813,2032,9,225.777778,545,1487,2.72844,1.72844,13.340106,0.659894,540,3,1,437,544,201,544,1,224,224,56,60,236,1,0,9359,0,1,1
u3206,1563949011317,p141,0,0,0,0,467,3,155.666667,467,0,0,-1,2.330513,11.669487,186,5,2,135,70,69,70,1,0,0,53,53,66,1,0,467,0,1,1
u320650,1541618378132,p69,0,0,0,0,5851,13,450.076923,3862,1989,0.515018,-0.484982,13.410686,0.589314,1711,6,1,1420,760,599,760,1,119,119,621,635,821,1,0,10324,0,1,1
u320651,1541949542297,p63,220,3,3.012779,0.457345,431,3,143.666667,431,0,0,-1,2.998665,11.001335,199,3,1,139,70,65,70,1,13,13,28,28,74,1,0,3919,0,1,1
u320686,1541620358633,p63,0,0,0,0,34,2,17,34,0,0,-1,0.361363,13.638637,13,1,1,6,11,6,11,1,0,0,5,5,0,1,0,34,0,1,1
u320694,1541626104187,p69,0,0,0,0,2418,8,302.25,2133,285,0.133615,-0.866385,11.303819,2.696181,905,4,1,691,382,333,382,1,16,16,254,256,358,1,0,2418,0,1,1
u3207,1563952425313,p127,0,0,0,0,2967,12,247.25,863,2104,2.438007,1.438007,13.794908,0.205092,486,8,1,551,257,207,257,1,66,66,627,666,344,1,0,2967,0,1,1
u320717,1541622751082,p47,0,0,0,0,1584,6,264,816,768,0.941176,-0.058824,13.738891,0.261109,337,3,1,311,151,145,151,1,15,15,383,397,166,1,0,1584,0,1,1
u320730,1542924467575,p67,31,1,0.005051,14.705778,1443,8,180.375,1077,366,0.339833,-0.660167,13.251142,0.748858,343,4,2,323,210,145,210,1,3,3,172,182,178,1,0,4932,0,1,1
u320798,1541904041134,p64,26,1,0.002816,2.856787,1188,4,297,1140,48,0.042105,-0.957895,10.231973,3.768027,333,5,2,247,149,118,149,1,19,19,219,261,129,1,0,1214,0,1,1
u320812,1541627491579,p63,0,0,0,0,5081,12,423.416667,2569,2512,0.977812,-0.022188,13.465716,0.534284,1354,5,1,1044,695,468,695,1,247,241,728,727,576,1,0,5296,0,1,1
u320824,1554328900475,p88,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,434,0,1,1
u320829,1552360359283,p90,0,0,0,0,170,5,34,158,12,0.075949,-0.924051,11.938225,2.061775,72,2,1,51,30,23,30,1,3,3,15,15,28,1,0,674,0,1,1
