user_id,timestamp,datetime_utc,action_type,item_id,cursor_time,source,user_answer,platform
u445489,1548165125612.0,2019-01-22T13:52:05.612000+00:00,pay,p76,,,,
u445514,1548166615688.0,2019-01-22T14:16:55.688000+00:00,pay,p81,,,,
u445519,1548167431118.0,2019-01-22T14:30:31.118000+00:00,pay,p74,,,,
u432374,1548167706132.0,2019-01-22T14:35:06.132000+00:00,enroll_coupon,c90,,,,
u443137,1548172379496.0,2019-01-22T15:52:59.496000+00:00,pay,p81,,,,
u445612,1548174116734.0,2019-01-22T16:21:56.734000+00:00,pay,p81,,,,
u422999,1548178646094.0,2019-01-22T17:37:26.094000+00:00,pay,p79,,,,
u394737,1548181160463.0,2019-01-22T18:19:20.463000+00:00,pay,p79,,,,
u3322,1548181904523.0,2019-01-22T18:31:44.523000+00:00,pay,p81,,,,
u418395,1548182919532.0,2019-01-22T18:48:39.532000+00:00,pay,p81,,,,
u445107,1548184692851.0,2019-01-22T19:18:12.851000+00:00,pay,p81,,,,
u414977,1548187260602.0,2019-01-22T20:01:00.602000+00:00,pay,p79,,,,
u445860,1548188413780.0,2019-01-22T20:20:13.780000+00:00,pay,p74,,,,
u437797,1548188470916.0,2019-01-22T20:21:10.916000+00:00,pay,p79,,,,
u438521,1548188678247.0,2019-01-22T20:24:38.247000+00:00,pay,p74,,,,
u445670,1548188853261.0,2019-01-22T20:27:33.261000+00:00,pay,p76,,,,
u5422,1548188861943.0,2019-01-22T20:27:41.943000+00:00,pay,p81,,,,
u444739,1548188972183.0,2019-01-22T20:29:32.183000+00:00,pay,p76,,,,
u445691,1548189320472.0,2019-01-22T20:35:20.472000+00:00,pay,p76,,,,
u445296,1548190881068.0,2019-01-22T21:01:21.068000+00:00,pay,p79,,,,
u445970,1548192876318.0,2019-01-22T21:34:36.318000+00:00,pay,p79,,,,
u446168,1548193596468.0,2019-01-22T21:46:36.468000+00:00,pay,p79,,,,
u441386,1548194675325.0,2019-01-22T22:04:35.325000+00:00,pay,p79,,,,
u402499,1548196246811.0,2019-01-22T22:30:46.811000+00:00,pay,p79,,,,
u446312,1548197018519.0,2019-01-22T22:43:38.519000+00:00,pay,p79,,,,
u445489,1548198013052.0,2019-01-22T23:00:13.052000+00:00,refund,p76,,,,
u443133,1548198245455.0,2019-01-22T23:04:05.455000+00:00,pay,p74,,,,
u428883,1548198353437.0,2019-01-22T23:05:53.437000+00:00,refund,p73,,,,
u445344,1548199454853.0,2019-01-22T23:24:14.853000+00:00,pay,p79,,,,
u446332,1548199714763.0,2019-01-22T23:28:34.763000+00:00,pay,p76,,,,
u409371,1548200164810.0,2019-01-22T23:36:04.810000+00:00,pay,p81,,,,
u444888,1548200428270.0,2019-01-22T23:40:28.270000+00:00,pay,p76,,,,
u444212,1548200967630.0,2019-01-22T23:49:27.630000+00:00,pay,p76,,,,
u330230,1548201541797.0,2019-01-22T23:59:01.797000+00:00,pay,p79,,,,
u446543,1548204325496.0,2019-01-23T00:45:25.496000+00:00,pay,p79,,,,
u2364,1548204909282.0,2019-01-23T00:55:09.282000+00:00,pay,p74,,,,
u446115,1548205431640.0,2019-01-23T01:03:51.640000+00:00,pay,p79,,,,
u371904,1548205643453.0,2019-01-23T01:07:23.453000+00:00,enroll_coupon,c88,,,,
u446588,1548206102261.0,2019-01-23T01:15:02.261000+00:00,pay,p81,,,,
u404948,1548207200303.0,2019-01-23T01:33:20.303000+00:00,pay,p81,,,,
u446223,1548208003435.0,2019-01-23T01:46:43.435000+00:00,pay,p81,,,,
u446728,1548208028182.0,2019-01-23T01:47:08.182000+00:00,pay,p79,,,,
u431952,1548208287432.0,2019-01-23T01:51:27.432000+00:00,pay,p79,,,,
u446502,1548208405514.0,2019-01-23T01:53:25.514000+00:00,pay,p76,,,,
u15204,1548208767295.0,2019-01-23T01:59:27.295000+00:00,pay,p81,,,,
u369099,1548210024846.0,2019-01-23T02:20:24.846000+00:00,pay,p79,,,,
u446717,1548211029467.0,2019-01-23T02:37:09.467000+00:00,pay,p79,,,,
u387247,1548211201615.0,2019-01-23T02:40:01.615000+00:00,pay,p75,,,,
u445966,1548212718888.0,2019-01-23T03:05:18.888000+00:00,pay,p81,,,,
u446924,1548214546347.0,2019-01-23T03:35:46.347000+00:00,pay,p81,,,,
u420892,1548215097736.0,2019-01-23T03:44:57.736000+00:00,pay,p81,,,,
u418920,1548215501206.0,2019-01-23T03:51:41.206000+00:00,enroll_coupon,c88,,,,
u447078,1548215616139.0,2019-01-23T03:53:36.139000+00:00,pay,p76,,,,
u447112,1548215759919.0,2019-01-23T03:55:59.919000+00:00,pay,p81,,,,
u371116,1548215977938.0,2019-01-23T03:59:37.938000+00:00,pay,p81,,,,
u446881,1548215982352.0,2019-01-23T03:59:42.352000+00:00,pay,p81,,,,
u441514,1548215986307.0,2019-01-23T03:59:46.307000+00:00,pay,p81,,,,
u427953,1548216082237.0,2019-01-23T04:01:22.237000+00:00,pay,p81,,,,
u438537,1548216336274.0,2019-01-23T04:05:36.274000+00:00,pay,p79,,,,
u447177,1548216538946.0,2019-01-23T04:08:58.946000+00:00,pay,p76,,,,
u447131,1548216558549.0,2019-01-23T04:09:18.549000+00:00,pay,p76,,,,
u389160,1548216964043.0,2019-01-23T04:16:04.043000+00:00,pay,p74,,,,
u264736,1548217596019.0,2019-01-23T04:26:36.019000+00:00,pay,p81,,,,
u447269,1548217630478.0,2019-01-23T04:27:10.478000+00:00,pay,p79,,,,
u446650,1548217742368.0,2019-01-23T04:29:02.368000+00:00,pay,p81,,,,
u420949,1548218845097.0,2019-01-23T04:47:25.097000+00:00,pay,p79,,,,
u266023,1548218930118.0,2019-01-23T04:48:50.118000+00:00,pay,p81,,,,
u447336,1548218940610.0,2019-01-23T04:49:00.610000+00:00,pay,p76,,,,
u445850,1548219104533.0,2019-01-23T04:51:44.533000+00:00,pay,p81,,,,
u261763,1548219960118.0,2019-01-23T05:06:00.118000+00:00,pay,p77,,,,
u444554,1548220765453.0,2019-01-23T05:19:25.453000+00:00,pay,p79,,,,
u422966,1548222220088.0,2019-01-23T05:43:40.088000+00:00,pay,p79,,,,
u447601,1548224239508.0,2019-01-23T06:17:19.508000+00:00,pay,p81,,,,
u445175,1548224639982.0,2019-01-23T06:23:59.982000+00:00,pay,p81,,,,
u447464,1548224711237.0,2019-01-23T06:25:11.237000+00:00,pay,p76,,,,
u447757,1548225646564.0,2019-01-23T06:40:46.564000+00:00,pay,p74,,,,
u447833,1548226549784.0,2019-01-23T06:55:49.784000+00:00,pay,p76,,,,
u447789,1548227848745.0,2019-01-23T07:17:28.745000+00:00,pay,p75,,,,
u443991,1548229872346.0,2019-01-23T07:51:12.346000+00:00,pay,p79,,,,
u442969,1548240253457.0,2019-01-23T10:44:13.457000+00:00,pay,p81,,,,
u443510,1548241020088.0,2019-01-23T10:57:00.088000+00:00,pay,p81,,,,
u385826,1548248632043.0,2019-01-23T13:03:52.043000+00:00,pay,p79,,,,
u448255,1548249773737.0,2019-01-23T13:22:53.737000+00:00,pay,p79,,,,
u12743,1548250255863.0,2019-01-23T13:30:55.863000+00:00,pay,p79,,,,
u421116,1548251038307.0,2019-01-23T13:43:58.307000+00:00,pay,p79,,,,
u447953,1548251081220.0,2019-01-23T13:44:41.220000+00:00,pay,p79,,,,
u365460,1548252064790.0,2019-01-23T14:01:04.790000+00:00,pay,p81,,,,
u318124,1548252098116.0,2019-01-23T14:01:38.116000+00:00,pay,p79,,,,
u1750,1548253514976.0,2019-01-23T14:25:14.976000+00:00,enroll_coupon,c88,,,,
u448369,1548255387872.0,2019-01-23T14:56:27.872000+00:00,pay,p76,,,,
u438093,1548257148866.0,2019-01-23T15:25:48.866000+00:00,pay,p79,,,,
u447640,1548258830497.0,2019-01-23T15:53:50.497000+00:00,pay,p79,,,,
u430440,1548259097792.0,2019-01-23T15:58:17.792000+00:00,pay,p81,,,,
u448435,1548259458635.0,2019-01-23T16:04:18.635000+00:00,pay,p79,,,,
u446969,1548260779513.0,2019-01-23T16:26:19.513000+00:00,pay,p81,,,,
u448506,1548261317167.0,2019-01-23T16:35:17.167000+00:00,pay,p81,,,,
u445093,1548261750792.0,2019-01-23T16:42:30.792000+00:00,pay,p81,,,,
u448604,1548263316198.0,2019-01-23T17:08:36.198000+00:00,pay,p76,,,,
u443929,1548263358262.0,2019-01-23T17:09:18.262000+00:00,pay,p79,,,,
u411309,1548263745296.0,2019-01-23T17:15:45.296000+00:00,pay,p79,,,,
u448481,1548263824433.0,2019-01-23T17:17:04.433000+00:00,pay,p76,,,,
u448535,1548264346325.0,2019-01-23T17:25:46.325000+00:00,pay,p79,,,,
u374612,1548264443032.0,2019-01-23T17:27:23.032000+00:00,pay,p75,,,,
u446253,1548264465469.0,2019-01-23T17:27:45.469000+00:00,pay,p74,,,,
u287241,1548264916210.0,2019-01-23T17:35:16.210000+00:00,pay,p79,,,,
u403173,1548264974156.0,2019-01-23T17:36:14.156000+00:00,pay,p79,,,,
u330139,1548266060641.0,2019-01-23T17:54:20.641000+00:00,pay,p81,,,,
u12732,1548266513480.0,2019-01-23T18:01:53.480000+00:00,pay,p79,,,,
u447969,1548267107384.0,2019-01-23T18:11:47.384000+00:00,pay,p79,,,,
u367357,1548272258205.0,2019-01-23T19:37:38.205000+00:00,pay,p79,,,,
u448810,1548272675731.0,2019-01-23T19:44:35.731000+00:00,pay,p79,,,,
u411244,1548273459245.0,2019-01-23T19:57:39.245000+00:00,pay,p79,,,,
u432754,1548273793791.0,2019-01-23T20:03:13.791000+00:00,pay,p79,,,,
u424303,1548273886440.0,2019-01-23T20:04:46.440000+00:00,enroll_coupon,c85,,,,
u389583,1548274108006.0,2019-01-23T20:08:28.006000+00:00,pay,p79,,,,
u438212,1548274146159.0,2019-01-23T20:09:06.159000+00:00,pay,p79,,,,
u446794,1548274239141.0,2019-01-23T20:10:39.141000+00:00,pay,p81,,,,
u332085,1548274372437.0,2019-01-23T20:12:52.437000+00:00,refund,p63,,,,
u448946,1548274660506.0,2019-01-23T20:17:40.506000+00:00,pay,p79,,,,
u424306,1548275247569.0,2019-01-23T20:27:27.569000+00:00,pay,p77,,,,
u444638,1548275358002.0,2019-01-23T20:29:18.002000+00:00,pay,p81,,,,
u440777,1548275463655.0,2019-01-23T20:31:03.655000+00:00,pay,p79,,,,
u18197,1548275974720.0,2019-01-23T20:39:34.720000+00:00,pay,p79,,,,
u260334,1548276092169.0,2019-01-23T20:41:32.169000+00:00,pay,p79,,,,
u424303,1548276286030.0,2019-01-23T20:44:46.030000+00:00,enroll_coupon,c48,,,,
u296930,1548276468441.0,2019-01-23T20:47:48.441000+00:00,pay,p79,,,,
u438125,1548276576371.0,2019-01-23T20:49:36.371000+00:00,pay,p79,,,,
u375125,1548276600631.0,2019-01-23T20:50:00.631000+00:00,pay,p79,,,,
u13430,1548277394482.0,2019-01-23T21:03:14.482000+00:00,pay,p81,,,,
u449167,1548277638326.0,2019-01-23T21:07:18.326000+00:00,pay,p81,,,,
u378002,1548277650842.0,2019-01-23T21:07:30.842000+00:00,pay,p74,,,,
u4776,1548277981026.0,2019-01-23T21:13:01.026000+00:00,pay,p79,,,,
u448190,1548278052155.0,2019-01-23T21:14:12.155000+00:00,pay,p79,,,,
u449248,1548278720839.0,2019-01-23T21:25:20.839000+00:00,pay,p79,,,,
u449319,1548280855487.0,2019-01-23T22:00:55.487000+00:00,pay,p76,,,,
u448540,1548282024185.0,2019-01-23T22:20:24.185000+00:00,enroll_coupon,c88,,,,
u449309,1548282132875.0,2019-01-23T22:22:12.875000+00:00,pay,p79,,,,
u449414,1548282332837.0,2019-01-23T22:25:32.837000+00:00,pay,p79,,,,
u449453,1548282829890.0,2019-01-23T22:33:49.890000+00:00,enroll_coupon,c35,,,,
u396517,1548283219878.0,2019-01-23T22:40:19.878000+00:00,pay,p79,,,,
u441210,1548283852721.0,2019-01-23T22:50:52.721000+00:00,pay,p79,,,,
u449556,1548285317758.0,2019-01-23T23:15:17.758000+00:00,pay,p74,,,,
u442085,1548286841710.0,2019-01-23T23:40:41.710000+00:00,pay,p79,,,,
u375632,1548286998094.0,2019-01-23T23:43:18.094000+00:00,pay,p79,,,,
u291822,1548287048177.0,2019-01-23T23:44:08.177000+00:00,pay,p81,,,,
u434193,1548288023209.0,2019-01-24T00:00:23.209000+00:00,pay,p74,,,,
u431056,1548288865162.0,2019-01-24T00:14:25.162000+00:00,pay,p79,,,,
u3019,1548290842921.0,2019-01-24T00:47:22.921000+00:00,pay,p81,,,,
u448462,1548290988212.0,2019-01-24T00:49:48.212000+00:00,pay,p79,,,,
u448477,1548291001473.0,2019-01-24T00:50:01.473000+00:00,pay,p75,,,,
u449847,1548291556319.0,2019-01-24T00:59:16.319000+00:00,pay,p81,,,,
u265,1548291612363.0,2019-01-24T01:00:12.363000+00:00,pay,p76,,,,
u8267,1548292938176.0,2019-01-24T01:22:18.176000+00:00,pay,p79,,,,
u218,1548293575295.0,2019-01-24T01:32:55.295000+00:00,pay,p79,,,,
u372219,1548293876861.0,2019-01-24T01:37:56.861000+00:00,pay,p79,,,,
u446843,1548294055266.0,2019-01-24T01:40:55.266000+00:00,pay,p79,,,,
u374612,1548294149992.0,2019-01-24T01:42:29.992000+00:00,pay,p79,,,,
u1940,1548294165279.0,2019-01-24T01:42:45.279000+00:00,pay,p76,,,,
u449993,1548294493298.0,2019-01-24T01:48:13.298000+00:00,pay,p81,,,,
u353516,1548295596882.0,2019-01-24T02:06:36.882000+00:00,pay,p79,,,,
u450047,1548296152350.0,2019-01-24T02:15:52.350000+00:00,pay,p76,,,,
u450127,1548297031387.0,2019-01-24T02:30:31.387000+00:00,pay,p79,,,,
u450146,1548297112694.0,2019-01-24T02:31:52.694000+00:00,pay,p79,,,,
u377882,1548297341018.0,2019-01-24T02:35:41.018000+00:00,pay,p80,,,,
u445306,1548298724261.0,2019-01-24T02:58:44.261000+00:00,pay,p81,,,,
u447655,1548298891998.0,2019-01-24T03:01:31.998000+00:00,pay,p79,,,,
u450161,1548299237237.0,2019-01-24T03:07:17.237000+00:00,pay,p76,,,,
u288739,1548299601334.0,2019-01-24T03:13:21.334000+00:00,pay,p79,,,,
u450264,1548299720358.0,2019-01-24T03:15:20.358000+00:00,pay,p76,,,,
u249169,1548300430303.0,2019-01-24T03:27:10.303000+00:00,pay,p79,,,,
u419961,1548300772254.0,2019-01-24T03:32:52.254000+00:00,pay,p79,,,,
u444077,1548301809506.0,2019-01-24T03:50:09.506000+00:00,pay,p79,,,,
u450307,1548302757550.0,2019-01-24T04:05:57.550000+00:00,enroll_coupon,c85,,,,
u450529,1548303694650.0,2019-01-24T04:21:34.650000+00:00,pay,p79,,,,
u358460,1548304516175.0,2019-01-24T04:35:16.175000+00:00,pay,p79,,,,
u269220,1548304647900.0,2019-01-24T04:37:27.900000+00:00,pay,p81,,,,
u248792,1548304876970.0,2019-01-24T04:41:16.970000+00:00,pay,p79,,,,
u383371,1548305879002.0,2019-01-24T04:57:59.002000+00:00,pay,p81,,,,
u448757,1548306144051.0,2019-01-24T05:02:24.051000+00:00,pay,p81,,,,
u540,1548306340014.0,2019-01-24T05:05:40.014000+00:00,pay,p80,,,,
u449706,1548307252155.0,2019-01-24T05:20:52.155000+00:00,pay,p76,,,,
u433982,1548308004859.0,2019-01-24T05:33:24.859000+00:00,pay,p81,,,,
u448379,1548308091165.0,2019-01-24T05:34:51.165000+00:00,pay,p79,,,,
u450791,1548308473837.0,2019-01-24T05:41:13.837000+00:00,pay,p81,,,,
u450797,1548308529269.0,2019-01-24T05:42:09.269000+00:00,pay,p79,,,,
u432712,1548309199182.0,2019-01-24T05:53:19.182000+00:00,pay,p81,,,,
u358467,1548309301975.0,2019-01-24T05:55:01.975000+00:00,pay,p76,,,,
u449014,1548309376629.0,2019-01-24T05:56:16.629000+00:00,pay,p79,,,,
u392390,1548309443778.0,2019-01-24T05:57:23.778000+00:00,pay,p81,,,,
u450909,1548309535359.0,2019-01-24T05:58:55.359000+00:00,pay,p79,,,,
u253270,1548309746385.0,2019-01-24T06:02:26.385000+00:00,pay,p79,,,,
u450939,1548311162903.0,2019-01-24T06:26:02.903000+00:00,pay,p76,,,,
u451047,1548311772557.0,2019-01-24T06:36:12.557000+00:00,pay,p81,,,,
u451030,1548313635189.0,2019-01-24T07:07:15.189000+00:00,pay,p79,,,,
u451587,1548335422068.0,2019-01-24T13:10:22.068000+00:00,pay,p81,,,,
u666,1548345138871.0,2019-01-24T15:52:18.871000+00:00,pay,p81,,,,
u335989,1548346130921.0,2019-01-24T16:08:50.921000+00:00,pay,p79,,,,
u451776,1548347433795.0,2019-01-24T16:30:33.795000+00:00,pay,p85,,,,
u2841,1548349027666.0,2019-01-24T16:57:07.666000+00:00,pay,p85,,,,
u410602,1548349981922.0,2019-01-24T17:13:01.922000+00:00,pay,p85,,,,
u450528,1548350138209.0,2019-01-24T17:15:38.209000+00:00,pay,p85,,,,
u438448,1548351116989.0,2019-01-24T17:31:56.989000+00:00,pay,p74,,,,
u450518,1548352094215.0,2019-01-24T17:48:14.215000+00:00,pay,p75,,,,
u400172,1548352877944.0,2019-01-24T18:01:17.944000+00:00,pay,p85,,,,
u451998,1548353688565.0,2019-01-24T18:14:48.565000+00:00,enroll_coupon,c85,,,,
u448754,1548353720793.0,2019-01-24T18:15:20.793000+00:00,enroll_coupon,c85,,,,
u407727,1548355432766.0,2019-01-24T18:43:52.766000+00:00,pay,p85,,,,
u382552,1548360095949.0,2019-01-24T20:01:35.949000+00:00,pay,p74,,,,
u451139,1548360471249.0,2019-01-24T20:07:51.249000+00:00,enroll_coupon,c88,,,,
u452217,1548361187453.0,2019-01-24T20:19:47.453000+00:00,pay,p85,,,,
u292332,1548361395713.0,2019-01-24T20:23:15.713000+00:00,pay,p85,,,,
u451990,1548362023468.0,2019-01-24T20:33:43.468000+00:00,pay,p74,,,,
u452290,1548362756924.0,2019-01-24T20:45:56.924000+00:00,pay,p85,,,,
u452318,1548363965926.0,2019-01-24T21:06:05.926000+00:00,pay,p74,,,,
u452385,1548364984786.0,2019-01-24T21:23:04.786000+00:00,pay,p74,,,,
u444202,1548365427183.0,2019-01-24T21:30:27.183000+00:00,pay,p74,,,,
u8504,1548366289250.0,2019-01-24T21:44:49.250000+00:00,pay,p85,,,,
u1100,1548367000292.0,2019-01-24T21:56:40.292000+00:00,pay,p76,,,,
u440517,1548368693437.0,2019-01-24T22:24:53.437000+00:00,refund,p81,,,,
u452440,1548370319582.0,2019-01-24T22:51:59.582000+00:00,pay,p85,,,,
u414364,1548371013437.0,2019-01-24T23:03:33.437000+00:00,refund,p81,,,,
u265073,1548371234322.0,2019-01-24T23:07:14.322000+00:00,pay,p74,,,,
u445722,1548371429516.0,2019-01-24T23:10:29.516000+00:00,pay,p85,,,,
u257987,1548376623002.0,2019-01-25T00:37:03.002000+00:00,pay,p85,,,,
u452221,1548380145380.0,2019-01-25T01:35:45.380000+00:00,pay,p76,,,,
u451495,1548380241417.0,2019-01-25T01:37:21.417000+00:00,pay,p85,,,,
u12287,1548381499270.0,2019-01-25T01:58:19.270000+00:00,pay,p85,,,,
u443913,1548382966111.0,2019-01-25T02:22:46.111000+00:00,pay,p74,,,,
u272985,1548383982623.0,2019-01-25T02:39:42.623000+00:00,pay,p85,,,,
u450346,1548384171789.0,2019-01-25T02:42:51.789000+00:00,pay,p85,,,,
u17441,1548384359560.0,2019-01-25T02:45:59.560000+00:00,pay,p80,,,,
u452516,1548385756958.0,2019-01-25T03:09:16.958000+00:00,pay,p74,,,,
u401860,1548386083364.0,2019-01-25T03:14:43.364000+00:00,pay,p85,,,,
u337242,1548387474171.0,2019-01-25T03:37:54.171000+00:00,pay,p74,,,,
u453359,1548388319709.0,2019-01-25T03:51:59.709000+00:00,pay,p85,,,,
u362759,1548388336840.0,2019-01-25T03:52:16.840000+00:00,pay,p85,,,,
u451288,1548390702985.0,2019-01-25T04:31:42.985000+00:00,pay,p74,,,,
u441448,1548392032839.0,2019-01-25T04:53:52.839000+00:00,pay,p85,,,,
u447707,1548392182712.0,2019-01-25T04:56:22.712000+00:00,pay,p76,,,,
u452861,1548392541930.0,2019-01-25T05:02:21.930000+00:00,pay,p85,,,,
u453529,1548392603932.0,2019-01-25T05:03:23.932000+00:00,pay,p80,,,,
u334026,1548393446189.0,2019-01-25T05:17:26.189000+00:00,pay,p85,,,,
u453644,1548396220778.0,2019-01-25T06:03:40.778000+00:00,pay,p74,,,,
u451113,1548396317244.0,2019-01-25T06:05:17.244000+00:00,pay,p76,,,,
u435716,1548397864263.0,2019-01-25T06:31:04.263000+00:00,pay,p85,,,,
u453963,1548399135319.0,2019-01-25T06:52:15.319000+00:00,pay,p85,,,,
u300326,1548400385429.0,2019-01-25T07:13:05.429000+00:00,pay,p85,,,,
u453432,1548401084814.0,2019-01-25T07:24:44.814000+00:00,pay,p74,,,,
u452997,1548401267967.0,2019-01-25T07:27:47.967000+00:00,pay,p74,,,,
u451078,1548401310981.0,2019-01-25T07:28:30.981000+00:00,pay,p75,,,,
u334867,1548405662836.0,2019-01-25T08:41:02.836000+00:00,pay,p75,,,,
u893,1548407494019.0,2019-01-25T09:11:34.019000+00:00,pay,p76,,,,
u2876,1548408209720.0,2019-01-25T09:23:29.720000+00:00,pay,p85,,,,
u454388,1548411806467.0,2019-01-25T10:23:26.467000+00:00,pay,p85,,,,
u454411,1548413096236.0,2019-01-25T10:44:56.236000+00:00,pay,p74,,,,
u549,1548421370473.0,2019-01-25T13:02:50.473000+00:00,pay,p76,,,,
u4004,1548426888812.0,2019-01-25T14:34:48.812000+00:00,pay,p77,,,,
u453134,1548429921426.0,2019-01-25T15:25:21.426000+00:00,pay,p74,,,,
u454666,1548434840225.0,2019-01-25T16:47:20.225000+00:00,pay,p76,,,,
u451960,1548435063238.0,2019-01-25T16:51:03.238000+00:00,pay,p85,,,,
u342307,1548435654980.0,2019-01-25T17:00:54.980000+00:00,pay,p74,,,,
u440377,1548436950500.0,2019-01-25T17:22:30.500000+00:00,pay,p85,,,,
u454951,1548443274933.0,2019-01-25T19:07:54.933000+00:00,pay,p76,,,,
u454977,1548443633754.0,2019-01-25T19:13:53.754000+00:00,pay,p85,,,,
u455012,1548444535613.0,2019-01-25T19:28:55.613000+00:00,pay,p85,,,,
u433514,1548446988953.0,2019-01-25T20:09:48.953000+00:00,pay,p85,,,,
u448771,1548448542528.0,2019-01-25T20:35:42.528000+00:00,pay,p85,,,,
u455242,1548450500937.0,2019-01-25T21:08:20.937000+00:00,pay,p74,,,,
u455242,1548450529608.0,2019-01-25T21:08:49.608000+00:00,pay,p74,,,,
u450985,1548451243031.0,2019-01-25T21:20:43.031000+00:00,pay,p85,,,,
u390700,1548452180436.0,2019-01-25T21:36:20.436000+00:00,pay,p85,,,,
u452138,1548452411543.0,2019-01-25T21:40:11.543000+00:00,pay,p85,,,,
u430150,1548453085494.0,2019-01-25T21:51:25.494000+00:00,pay,p85,,,,
u8378,1548454746389.0,2019-01-25T22:19:06.389000+00:00,pay,p74,,,,
u455556,1548455874677.0,2019-01-25T22:37:54.677000+00:00,pay,p76,,,,
u908,1548456679888.0,2019-01-25T22:51:19.888000+00:00,pay,p77,,,,
u454494,1548458595397.0,2019-01-25T23:23:15.397000+00:00,pay,p74,,,,
u453058,1548465499710.0,2019-01-26T01:18:19.710000+00:00,pay,p76,,,,
u434381,1548467019011.0,2019-01-26T01:43:39.011000+00:00,pay,p85,,,,
u456081,1548468091630.0,2019-01-26T02:01:31.630000+00:00,pay,p74,,,,
u4304,1548468457497.0,2019-01-26T02:07:37.497000+00:00,pay,p85,,,,
u456011,1548469071960.0,2019-01-26T02:17:51.960000+00:00,pay,p85,,,,
u456149,1548469376852.0,2019-01-26T02:22:56.852000+00:00,pay,p85,,,,
u455382,1548470717987.0,2019-01-26T02:45:17.987000+00:00,pay,p74,,,,
u456085,1548470765472.0,2019-01-26T02:46:05.472000+00:00,pay,p85,,,,
u456007,1548471045462.0,2019-01-26T02:50:45.462000+00:00,pay,p85,,,,
u3498,1548471288276.0,2019-01-26T02:54:48.276000+00:00,pay,p85,,,,
u447602,1548473047050.0,2019-01-26T03:24:07.050000+00:00,pay,p75,,,,
u456182,1548473436978.0,2019-01-26T03:30:36.978000+00:00,enroll_coupon,c85,,,,
u451727,1548473861522.0,2019-01-26T03:37:41.522000+00:00,pay,p76,,,,
u406920,1548475721368.0,2019-01-26T04:08:41.368000+00:00,pay,p85,,,,
u273456,1548476689005.0,2019-01-26T04:24:49.005000+00:00,pay,p78,,,,
u392139,1548476895254.0,2019-01-26T04:28:15.254000+00:00,pay,p75,,,,
u3087,1548477922671.0,2019-01-26T04:45:22.671000+00:00,pay,p85,,,,
u456355,1548480869736.0,2019-01-26T05:34:29.736000+00:00,pay,p85,,,,
u449804,1548481952060.0,2019-01-26T05:52:32.060000+00:00,pay,p77,,,,
u434927,1548482451820.0,2019-01-26T06:00:51.820000+00:00,pay,p77,,,,
u337695,1548486583571.0,2019-01-26T07:09:43.571000+00:00,pay,p85,,,,
u412212,1548488234830.0,2019-01-26T07:37:14.830000+00:00,pay,p85,,,,
u424883,1548488490959.0,2019-01-26T07:41:30.959000+00:00,pay,p85,,,,
u457147,1548489052402.0,2019-01-26T07:50:52.402000+00:00,pay,p85,,,,
u2257,1548493715805.0,2019-01-26T09:08:35.805000+00:00,pay,p74,,,,
u391155,1548494560494.0,2019-01-26T09:22:40.494000+00:00,pay,p85,,,,
u406720,1548494843560.0,2019-01-26T09:27:23.560000+00:00,pay,p75,,,,
u440428,1548502574217.0,2019-01-26T11:36:14.217000+00:00,pay,p85,,,,
u457450,1548508480311.0,2019-01-26T13:14:40.311000+00:00,pay,p76,,,,
u444745,1548509062151.0,2019-01-26T13:24:22.151000+00:00,pay,p76,,,,
u455802,1548514250423.0,2019-01-26T14:50:50.423000+00:00,pay,p85,,,,
u447266,1548514544111.0,2019-01-26T14:55:44.111000+00:00,pay,p85,,,,
u455545,1548515373913.0,2019-01-26T15:09:33.913000+00:00,pay,p76,,,,
u454883,1548516956812.0,2019-01-26T15:35:56.812000+00:00,pay,p85,,,,
u457720,1548522664101.0,2019-01-26T17:11:04.101000+00:00,pay,p76,,,,
u452942,1548522770857.0,2019-01-26T17:12:50.857000+00:00,pay,p85,,,,
u275787,1548527596135.0,2019-01-26T18:33:16.135000+00:00,pay,p85,,,,
u456837,1548528496752.0,2019-01-26T18:48:16.752000+00:00,pay,p85,,,,
u351104,1548531587225.0,2019-01-26T19:39:47.225000+00:00,pay,p85,,,,
u458033,1548535413567.0,2019-01-26T20:43:33.567000+00:00,pay,p85,,,,
u458200,1548537159286.0,2019-01-26T21:12:39.286000+00:00,pay,p85,,,,
u456669,1548537299964.0,2019-01-26T21:14:59.964000+00:00,pay,p85,,,,
u388991,1548538389771.0,2019-01-26T21:33:09.771000+00:00,pay,p85,,,,
u456119,1548538969285.0,2019-01-26T21:42:49.285000+00:00,pay,p76,,,,
u458157,1548539279273.0,2019-01-26T21:47:59.273000+00:00,pay,p85,,,,
u458113,1548539659742.0,2019-01-26T21:54:19.742000+00:00,pay,p76,,,,
u444004,1548541053712.0,2019-01-26T22:17:33.712000+00:00,enroll_coupon,c85,,,,
u406958,1548542202383.0,2019-01-26T22:36:42.383000+00:00,pay,p85,,,,
u271426,1548543998237.0,2019-01-26T23:06:38.237000+00:00,pay,p85,,,,
u5210,1548544714530.0,2019-01-26T23:18:34.530000+00:00,pay,p85,,,,
u458351,1548544924405.0,2019-01-26T23:22:04.405000+00:00,pay,p85,,,,
u255499,1548545075546.0,2019-01-26T23:24:35.546000+00:00,pay,p74,,,,
u458516,1548545955115.0,2019-01-26T23:39:15.115000+00:00,pay,p76,,,,
